iri,url,nazev_cs,vytvoreno,aktualizovano,vyveseni,relevantni_do,cislo_jednaci,spisova_znacka,agenda_names,document_urls
https://www.horsovskytyn.cz/ofn/úřední-deska/ofn620255f1af440/5209,https://www.horsovskytyn.cz/urad/uredni-deska/zaverecny-ucet-mesta-horsovsky-tyn-prispevkovych-organizaci-a-spolecnosti-zrizenych-mestem-za-rok-2023-5209.html,"Závěrečný účet Města Horšovský Týn, příspěvkových organizací a společností zřízených městem za rok 2023",2024-07-19T00:00:00+02:00,2024-07-19T00:00:00+02:00,2024-07-19,nespecifikovaný,,,Dlouhodobě zveřejněné dokumenty,https://www.horsovskytyn.cz/e_download.php?file=data%2Furedni_deska%2Fobsah4973_1.pdf&original=z%C3%A1v%C4%9Bre%C4%8Dn%C3%BD%20%C3%BA%C4%8Det%202023%280203638993%29.pdf; https://www.horsovskytyn.cz/e_download.php?file=data%2Furedni_deska%2Fobsah4973_2.pdf&original=rozbor%20hospoda%C5%99en%C3%AD%282071327477%29.pdf; https://www.horsovskytyn.cz/e_download.php?file=data%2Furedni_deska%2Fobsah4973_3.pdf&original=Zpr%C3%A1va%20o%20v%C3%BDsledku%20p%C5%99ezkoum%C3%A1n%C3%AD%20hospoda%C5%99en%C3%AD%202023%280688608855%29.pdf; https://www.horsovskytyn.cz/e_download.php?file=data%2Furedni_deska%2Fobsah4973_4.pdf&original=soci%C3%A1ln%C3%AD%20fond%281035744323%29.pdf; https://www.horsovskytyn.cz/e_download.php?file=data%2Furedni_deska%2Fobsah4973_5.pdf&original=vedlej%C5%A1%C3%AD%20hospod%C3%A1%C5%99sk%C3%A1%20%C4%8Dinnost%281884327308%29.pdf; https://www.horsovskytyn.cz/e_download.php?file=data%2Furedni_deska%2Fobsah4973_6.pdf&original=Chr%C3%A1n%C4%9Bn%C3%A1%20d%C3%ADlna%20-%20Rozvaha%282584178886%29.pdf; https://www.horsovskytyn.cz/e_download.php?file=data%2Furedni_deska%2Fobsah4973_7.pdf&original=Chr%C3%A1n%C4%9Bn%C3%A1%20d%C3%ADlna%20-%20V%C3%BDkaz%20zisku%20a%20ztr%C3%A1ty%282765447603%29.pdf; https://www.horsovskytyn.cz/e_download.php?file=data%2Furedni_deska%2Fobsah4973_8.pdf&original=Chr%C3%A1n%C4%9Bn%C3%A1%20d%C3%ADlna%20-%20P%C5%99%C3%ADloha%20k%20%C3%BA%C4%8Detn%C3%AD%20z%C3%A1v%C4%9Brce%282927123947%29.pdf; https://www.horsovskytyn.cz/e_download.php?file=data%2Furedni_deska%2Fobsah4973_9.pdf&original=Rozvaha_MKZ_12_2023%281814193944%29.pdf; https://www.horsovskytyn.cz/e_download.php?file=data%2Furedni_deska%2Fobsah4973_10.pdf&original=VZZ_MKZ_12_2023%282051937844%29.pdf; https://www.horsovskytyn.cz/e_download.php?file=data%2Furedni_deska%2Fobsah4973_11.pdf&original=P%C5%99%C3%ADloha_MLU_12_2023%282264540814%29.pdf; https://www.horsovskytyn.cz/e_download.php?file=data%2Furedni_deska%2Fobsah4973_12.pdf&original=Rozvaha_M%C5%A0_12_2023%280131920109%29.pdf; https://www.horsovskytyn.cz/e_download.php?file=data%2Furedni_deska%2Fobsah4973_13.pdf&original=VZZ_M%C5%A0_12_2023%280315908889%29.pdf; https://www.horsovskytyn.cz/e_download.php?file=data%2Furedni_deska%2Fobsah4973_14.pdf&original=P%C5%99%C3%ADloha_M%C5%A0_12_2023%280503594089%29.pdf; https://www.horsovskytyn.cz/e_download.php?file=data%2Furedni_deska%2Fobsah4973_15.pdf&original=Rozvaha_Z%C5%A0_12_2023%283290532916%29.pdf; https://www.horsovskytyn.cz/e_download.php?file=data%2Furedni_deska%2Fobsah4973_16.pdf&original=VZZ_Z%C5%A0_12_2023%282184839499%29.pdf; https://www.horsovskytyn.cz/e_download.php?file=data%2Furedni_deska%2Fobsah4973_17.pdf&original=P%C5%99%C3%ADloha_Z%C5%A0_12_2023%282374906040%29.pdf; https://www.horsovskytyn.cz/e_download.php?file=data%2Furedni_deska%2Fobsah4973_18.pdf&original=Rozvaha_ZU%C5%A0_12_2023%281087343098%29.pdf; https://www.horsovskytyn.cz/e_download.php?file=data%2Furedni_deska%2Fobsah4973_19.pdf&original=VZZ_ZU%C5%A0_12_2023%281334948456%29.pdf; https://www.horsovskytyn.cz/e_download.php?file=data%2Furedni_deska%2Fobsah4973_20.pdf&original=P%C5%99%C3%ADloha_ZU%C5%A0_12_2023%281533678863%29.pdf; https://www.horsovskytyn.cz/e_download.php?file=data%2Furedni_deska%2Fobsah4973_21.pdf&original=Bytes%20HT%20-%20Rozvaha%20%2B%20V%C3%BDkaz%20zisku%20a%20ztr%C3%A1ty%282979192263%29.pdf; https://www.horsovskytyn.cz/e_download.php?file=data%2Furedni_deska%2Fobsah4973_22.pdf&original=Bytes%20HT%20-%20P%C5%99%C3%ADloha%20k%20%C3%BA%C4%8Detn%C3%AD%20z%C3%A1v%C4%9Brce%283133328856%29.pdf; https://www.horsovskytyn.cz/e_download.php?file=data%2Furedni_deska%2Fobsah4973_23.pdf&original=Hor%C5%A1ovskot%C3%BDnsk%C3%A9%20lesy%20-%20Rozvaha%284134106356%29.pdf; https://www.horsovskytyn.cz/e_download.php?file=data%2Furedni_deska%2Fobsah4973_24.pdf&original=Hor%C5%A1ovskot%C3%BDnsk%C3%A9%20lesy%20-%20V%C3%BDkaz%20zisku%20a%20ztr%C3%A1ty%280032998718%29.pdf; https://www.horsovskytyn.cz/e_download.php?file=data%2Furedni_deska%2Fobsah4973_25.pdf&original=Hor%C5%A1ovskot%C3%BDnsk%C3%A9%20lesy%20-%20P%C5%99%C3%ADloha%20k%20%C3%BA%C4%8Detn%C3%AD%20z%C3%A1v%C4%9Brce%280221328014%29.pdf; https://www.horsovskytyn.cz/e_download.php?file=data%2Furedni_deska%2Fobsah4973_26.pdf&original=Bytov%C3%A9%20dru%C5%BEstvo%20-%20Rozvaha%281730716454%29.pdf; https://www.horsovskytyn.cz/e_download.php?file=data%2Furedni_deska%2Fobsah4973_27.pdf&original=Bytov%C3%A9%20dru%C5%BEstvo%20-%20V%C3%BDkaz%20zisku%20a%20ztr%C3%A1ty%281924306274%29.pdf; https://www.horsovskytyn.cz/e_download.php?file=data%2Furedni_deska%2Fobsah4973_28.pdf&original=Bytov%C3%A9%20dru%C5%BEstvo%20-%20P%C5%99%C3%ADloha%20k%20%C3%BA%C4%8Detn%C3%AD%20z%C3%A1v%C4%9Brce%282075901874%29.pdf
https://www.horsovskytyn.cz/ofn/úřední-deska/ofn620255f1af440/5187,https://www.horsovskytyn.cz/urad/uredni-deska/vodohospodarsky-svazek-obci-domazlicko-zaverecny-ucet-za-rok-2023-5187.html,Vodohospodářský svazek obcí Domažlicko - Závěrečný účet za rok 2023,2024-07-01T00:00:00+02:00,2024-07-01T00:00:00+02:00,2024-07-01,nespecifikovaný,MUHT 17669/2024,,Dlouhodobě zveřejněné dokumenty,https://www.horsovskytyn.cz/e_download.php?file=data%2Furedni_deska%2Fobsah4953_1.pdf&original=Z%C3%A1v%C4%9Bre%C4%8Dn%C3%BD_%C3%BA%C4%8Det_2023_VSOD_schv%C3%A1len%C3%BD_Zpr%C3%A1va_o_v%C3%BDsledku_p%C5%99ezkoum%C3%A1n%C3%AD_001.pdf
https://www.horsovskytyn.cz/ofn/úřední-deska/ofn620255f1af440/5174,https://www.horsovskytyn.cz/urad/uredni-deska/zaverecny-ucet-dso-lazce-za-rok-2023-5174.html,Závěrečný účet DSO Lazce za rok 2023,2024-06-19T00:00:00+02:00,2024-06-19T00:00:00+02:00,2024-06-19,nespecifikovaný,MUHT 16533/2024,,Dlouhodobě zveřejněné dokumenty,https://www.horsovskytyn.cz/e_download.php?file=data%2Furedni_deska%2Fobsah4940_1.pdf&original=Z%C3%A1v%C4%9Bre%C4%8Dn%C3%BD_%C3%BA%C4%8Det_za_rok_2023_001.pdf
https://www.horsovskytyn.cz/ofn/úřední-deska/ofn620255f1af440/5164,https://www.horsovskytyn.cz/urad/uredni-deska/svazek-domazlicko-schvaleny-zu-2023-5164.html,Svazek Domažlicko - Schválený ZÚ 2023,2024-06-13T00:00:00+02:00,2024-06-13T00:00:00+02:00,2024-06-13,2025-06-30,,,Svazek Domažlicko - Závěrečné účty a audity,https://www.horsovskytyn.cz/e_download.php?file=data%2Furedni_deska%2Fobsah5164_1.pdf&original=z%C3%A1v%C4%9Bre%C4%8Dn%C3%BD%20%C3%BA%C4%8Det%202023%20-%20schv%C3%A1len%C3%BD.pdf; https://www.horsovskytyn.cz/e_download.php?file=data%2Furedni_deska%2Fobsah5164_2.pdf&original=priloha_1360106597_0_DSO-Doma%C5%BElicko-Zpr%C3%A1va%20o%20v%C3%BDsledku%20p%C5%99ezkoum%C3%A1n%C3%AD%20hospoda%C5%99en%C3%AD2023%20-%20datov%C3%A1%20zpr%C3%A1va.pdf
https://www.horsovskytyn.cz/ofn/úřední-deska/ofn620255f1af440/5020,https://www.horsovskytyn.cz/urad/uredni-deska/zasady-a-pravidla-pro-poskytovani-dotaci-z-rozpoctu-mesta-horsovsky-tyn-5020.html,Zásady a pravidla pro poskytování dotací z rozpočtu Města Horšovský Týn,2024-01-16T00:00:00+01:00,2024-04-26T00:00:00+02:00,2024-04-26,nespecifikovaný,,,Poskytování dotací z rozpočtu města,https://www.horsovskytyn.cz/e_download.php?file=data%2Furedni_deska%2Fobsah2489_2.pdf&original=Pod%C3%A1v%C3%A1n%C3%AD%20%C5%BE%C3%A1dost%C3%AD%20o%20dotace%202025.pdf; https://www.horsovskytyn.cz/e_download.php?file=data%2Furedni_deska%2Fobsah2489_3.pdf&original=Z%C3%A1sady%20a%20pravidla%20pro%20poskytov%C3%A1n%C3%AD%20dotac%C3%AD%202024_1.pdf
https://www.horsovskytyn.cz/ofn/úřední-deska/ofn620255f1af440/5173,https://www.horsovskytyn.cz/urad/uredni-deska/svazek-domazlicko-smlouva-o-poskytnuti-dotace-5173.html,Svazek Domažlicko - Smlouva o poskytnutí dotace,2024-06-19T00:00:00+02:00,2024-06-19T00:00:00+02:00,2023-09-21,2026-09-20,,,Svazek Domažlicko - Veřejnoprávní smlouvy,https://www.horsovskytyn.cz/e_download.php?file=data%2Furedni_deska%2Fobsah5173_1.pdf&original=20240605163604567.pdf
https://www.horsovskytyn.cz/ofn/úřední-deska/ofn620255f1af440/5151,https://www.horsovskytyn.cz/urad/uredni-deska/svazek-domazlicko-verejnopravni-smlouva-o-poskytnuti-dotace-c-28982023-5151.html,Svazek Domažlicko - Veřejnoprávní smlouva o poskytnutí dotace č. 28982023,2024-05-30T00:00:00+02:00,2024-05-30T00:00:00+02:00,2023-07-31,2026-07-30,,,Svazek Domažlicko - Veřejnoprávní smlouvy,https://www.horsovskytyn.cz/e_download.php?file=data%2Furedni_deska%2Fobsah5151_1.pdf&original=priloha_1210283477_0_Smlouva_o_dotaci_Svazek_obci_Doma%C5%BElicko_2023_final%20%28002%29.pdf
https://www.horsovskytyn.cz/ofn/úřední-deska/ofn620255f1af440/3996,https://www.horsovskytyn.cz/urad/uredni-deska/informace-o-provozu-podatelny-3996.html,Informace o provozu podatelny,2021-09-20T00:00:00+02:00,2024-03-07T00:00:00+01:00,2021-09-20,nespecifikovaný,MUHT 15759/2021,,Dlouhodobě zveřejněné dokumenty,https://www.horsovskytyn.cz/e_download.php?file=data%2Furedni_deska%2Fobsah3804_1.pdf&original=Informace%20o%20provozu%20podatelny%202.pdf
https://www.horsovskytyn.cz/ofn/úřední-deska/ofn620255f1af440/3926,https://www.horsovskytyn.cz/urad/uredni-deska/oznameni-o-zameru-mesta-prodat-casti-pozemku-v-katastralnim-uzemi-horsov-casti-pozemku-parc-c-1586-15-1586-16-1587-1-3926.html,"Oznámení o záměru města prodat části pozemků v katastrálním území Horšov části pozemků parc. č. 1586/15, 1586/16, 1587/1",2021-07-16T00:00:00+02:00,2021-07-16T00:00:00+02:00,2021-07-15,nespecifikovaný,MUHT 10783/2021,,Dokumenty z Odboru majetku a investic města,https://www.horsovskytyn.cz/e_download.php?file=data%2Furedni_deska%2Fobsah3735_10.pdf&original=z%C3%A1m%C4%9Br%20m%C4%9Bsta-prodej%20pozemku%20Hor%C5%A1ov.pdf; https://www.horsovskytyn.cz/e_download.php?file=data%2Furedni_deska%2Fobsah3735_12.pdf&original=Situace%20s%20um%C3%ADst%C4%9Bn%C3%ADm%20pozemk%C5%AF%20ur%C4%8Den%C3%BDch%20k%20prodeji%20k%C3%BA.Hor%C5%A1ov.pdf; https://www.horsovskytyn.cz/e_download.php?file=data%2Furedni_deska%2Fobsah3735_15.pdf&original=P%C5%99%C3%ADloha%201%20-%20Vzor%20-%20%C5%BD%C3%A1dost%20o%20odkoupen%C3%AD%20pozemku%20obecn%C4%9B.pdf; https://www.horsovskytyn.cz/e_download.php?file=data%2Furedni_deska%2Fobsah3735_1.odt&original=P%C5%99%C3%ADloha%201%20-%20Vzor%20-%20%C5%BD%C3%A1dost%20o%20odkoupen%C3%AD%20pozemku%20obecn%C4%9B.odt; https://www.horsovskytyn.cz/e_download.php?file=data%2Furedni_deska%2Fobsah3735_16.pdf&original=P%C5%99%C3%ADloha%202%20-%20Vzor%20-%20%C4%8Cestn%C3%A9%20prohl%C3%A1%C5%A1en%C3%AD%20-%20bezdlu%C5%BEnost.pdf; https://www.horsovskytyn.cz/e_download.php?file=data%2Furedni_deska%2Fobsah3735_2.odt&original=P%C5%99%C3%ADloha%202%20-%20Vzor%20-%20%C4%8Cestn%C3%A9%20prohl%C3%A1%C5%A1en%C3%AD%20-%20bezdlu%C5%BEnost.odt
https://www.horsovskytyn.cz/ofn/úřední-deska/ofn620255f1af440/3256,https://www.horsovskytyn.cz/urad/uredni-deska/informace-o-uzavrenych-verejnopravnich-smlouvach-a-jejich-predmetu-k-09042025-3256.html,Informace o uzavřených veřejnoprávních smlouvách a jejich předmětu k 09.04.2025,2019-12-16T00:00:00+01:00,2022-05-23T00:00:00+02:00,2019-12-16,nespecifikovaný,,,Dlouhodobě zveřejněné dokumenty,https://www.horsovskytyn.cz/e_download.php?file=data%2Furedni_deska%2Fobsah3082_1.pdf&original=P%C5%99ehled%20uzav%C5%99en%C3%BDch%20ve%C5%99ejnopr%C3%A1vn%C3%ADch%20smluv%20s%20obcemi%20spr%C3%A1vn%C3%ADho%20obvodu%20ORP%20Hor%C5%A1ovsk%C3%BD%20T%C3%BDn.pdf
https://www.horsovskytyn.cz/ofn/úřední-deska/ofn620255f1af440/2539,https://www.horsovskytyn.cz/urad/uredni-deska/oznameni-o-zverejneni-rozpoctu-a-rozpoctoveho-vyhledu-mesta-horsovsky-tyn-2539.html,Oznámení o zveřejnění rozpočtu a rozpočtového výhledu města Horšovský Týn,2018-03-01T00:00:00+01:00,2018-06-08T00:00:00+02:00,2018-03-01,nespecifikovaný,,,Dlouhodobě zveřejněné dokumenty,https://www.horsovskytyn.cz/e_download.php?file=data%2Furedni_deska%2Fobsah2395_25.pdf&original=Rozp.%20v%C3%BDhled.pdf
